"Rank","Name","Team","POS","SALARY","YEARS","Total_Value"
"","Viktor Tikhonov","ARI","LW","$ 875,000","1 (2008)","$ 875,000"
"","Zach Bogosian","WPG","D","$ 875,000","1 (2008)","$ 875,000"
"","Bret Hedican","ANA","D","$ 870,500","1 (2008)","$ 870,500"
"","Stephane Veilleux","MIN","LW","$ 862,500","1 (2008)","$ 862,500"
"","Andrew Cogliano","EDM","C","$ 850,000","1 (2008)","$ 850,000"
"","Benoit Pouliot","MIN","C","$ 850,000","1 (2008)","$ 850,000"
"","Bobby Ryan","ANA","RW","$ 850,000","1 (2008)","$ 850,000"
"","Brian Lee","OTT","D","$ 850,000","1 (2008)","$ 850,000"
"","Bryan Little","WPG","RW","$ 850,000","1 (2008)","$ 850,000"
"","Carey Price","MTL","G","$ 850,000","1 (2008)","$ 850,000"
"","Chris Stewart","COL","RW","$ 850,000","1 (2008)","$ 850,000"
"","Claude Giroux","PHI","RW","$ 850,000","1 (2008)","$ 850,000"
"","Daniel Carcillo","PHI","LW","$ 850,000","1 (2008)","$ 850,000"
"","Derek Boogaard","MIN","LW","$ 850,000","1 (2008)","$ 850,000"
"","Derick Brassard","CBJ","C","$ 850,000","1 (2008)","$ 850,000"
"","Devin Setoguchi","SJS","RW","$ 850,000","1 (2008)","$ 850,000"
"","Enver Lisin","ARI","RW","$ 850,000","1 (2008)","$ 850,000"
"","Erik Johnson","STL","D","$ 850,000","1 (2008)","$ 850,000"
"","Guillaume Latendresse","MTL","LW","$ 850,000","1 (2008)","$ 850,000"
"","Ian White","TOR","D","$ 850,000","1 (2008)","$ 850,000"
"","Jack Johnson","LAK","D","$ 850,000","1 (2008)","$ 850,000"
"","James Sheppard","MIN","C","$ 850,000","1 (2008)","$ 850,000"
"","Jason LaBarbera","VAN","G","$ 850,000","1 (2008)","$ 850,000"
"","Jonathan Toews","CHI","C","$ 850,000","1 (2008)","$ 850,000"
"","Jordan Staal","PIT","C","$ 850,000","1 (2008)","$ 850,000"
"","Kyle Okposo","NYI","RW","$ 850,000","1 (2008)","$ 850,000"
"","Martin Hanzal","ARI","C","$ 850,000","1 (2008)","$ 850,000"
"","Michael Frolik","FLA","LW","$ 850,000","1 (2008)","$ 850,000"
"","Mikhail Grabovski","TOR","C","$ 850,000","1 (2008)","$ 850,000"
"","Nicklas Backstrom","WSH","C","$ 850,000","1 (2008)","$ 850,000"
"","Nikolay Kulemin","TOR","RW","$ 850,000","1 (2008)","$ 850,000"
"","Ondrej Pavelec","WPG","G","$ 850,000","1 (2008)","$ 850,000"
"","Patrik Berglund","STL","C","$ 850,000","1 (2008)","$ 850,000"
"","Peter Mueller","ARI","C","$ 850,000","1 (2008)","$ 850,000"
"","Phil Kessel","BOS","C","$ 850,000","1 (2008)","$ 850,000"
"","Ryan Parent","PHI","D","$ 850,000","1 (2008)","$ 850,000"
"","Semyon Varlamov","WSH","G","$ 850,000","1 (2008)","$ 850,000"
"","Steve Mason","CBJ","G","$ 850,000","1 (2008)","$ 850,000"
"","T.J. Oshie","STL","C","$ 850,000","1 (2008)","$ 850,000"
"","Teddy Purcell","LAK","RW","$ 850,000","1 (2008)","$ 850,000"
"","Fredrik Sjostrom","NYR","RW","$ 840,000","1 (2008)","$ 840,000"
"","Jassen Cullimore","FLA","D","$ 830,000","1 (2008)","$ 830,000"
"","Brent Johnson","WSH","G","$ 825,000","1 (2008)","$ 825,000"
"","David Krejci","BOS","C","$ 825,000","1 (2008)","$ 825,000"
"","Matt Smaby","TBL","D","$ 825,000","1 (2008)","$ 825,000"
"","James Neal","DAL","LW","$ 805,000","1 (2008)","$ 805,000"
"","Andrew Raycroft","COL","G","$ 800,000","1 (2008)","$ 800,000"
"","Brendan Shanahan","NJD","LW","$ 800,000","1 (2008)","$ 800,000"
"","David Clarkson","NJD","RW","$ 800,000","1 (2008)","$ 800,000"
"","Jim Slater","WPG","C","$ 800,000","1 (2008)","$ 800,000"
"","Jiri Novotny","CBJ","C","$ 800,000","1 (2008)","$ 800,000"
"","Mikael Tellqvist","BUF","G","$ 800,000","1 (2008)","$ 800,000"
"","Nathan Paetsch","BUF","D","$ 800,000","1 (2008)","$ 800,000"
"","Peter Budaj","COL","G","$ 800,000","1 (2008)","$ 800,000"
"","Petteri Nokelainen","ANA","C","$ 800,000","1 (2008)","$ 800,000"
"","Sean Bergenheim","NYI","LW","$ 800,000","1 (2008)","$ 800,000"
"","Steve Montador","BOS","D","$ 800,000","1 (2008)","$ 800,000"
"","Marcel Goc","SJS","C","$ 775,000","1 (2008)","$ 775,000"
"","Matt Hunwick","BOS","D","$ 775,000","1 (2008)","$ 775,000"
"","Ryan Craig","TBL","C","$ 775,000","1 (2008)","$ 775,000"
"","Anze Kopitar","LAK","C","$ 765,000","1 (2008)","$ 765,000"
"","Marc Staal","NYR","D","$ 765,000","1 (2008)","$ 765,000"
"","Shane Hnidy","BOS","D","$ 760,000","1 (2008)","$ 760,000"
"","Brian Elliott","OTT","G","$ 757,720","1 (2008)","$ 757,720"
"","Adam Mair","BUF","C","$ 750,000","1 (2008)","$ 750,000"
"","Alexandre Picard","OTT","D","$ 750,000","1 (2008)","$ 750,000"
"","Brian Boyle","LAK","C","$ 750,000","1 (2008)","$ 750,000"
"","Chris Chelios","DET","D","$ 750,000","1 (2008)","$ 750,000"
"","Daniel Tjarnqvist","COL","D","$ 750,000","1 (2008)","$ 750,000"
"","Darcy Hordichuk","VAN","LW","$ 750,000","1 (2008)","$ 750,000"
"","Eric Perrin","WPG","C","$ 750,000","1 (2008)","$ 750,000"
"","Erik Christensen","ANA","C","$ 750,000","1 (2008)","$ 750,000"
"","Greg Zanon","NSH","D","$ 750,000","1 (2008)","$ 750,000"
"","Jaroslav Halak","MTL","G","$ 750,000","1 (2008)","$ 750,000"
"","Joel Lundqvist","DAL","C","$ 750,000","1 (2008)","$ 750,000"
"","Josh Harding","MIN","G","$ 750,000","1 (2008)","$ 750,000"
"","Mike Mottau","NJD","D","$ 750,000","1 (2008)","$ 750,000"
"","Noah Welch","TBL","D","$ 750,000","1 (2008)","$ 750,000"
"","Ole-Kristian Tollefsen","CBJ","D","$ 750,000","1 (2008)","$ 750,000"
"","Patrice Brisebois","MTL","D","$ 750,000","1 (2008)","$ 750,000"
"","Scott Nichol","NSH","C","$ 750,000","1 (2008)","$ 750,000"
"","Stephane Yelle","BOS","C","$ 750,000","1 (2008)","$ 750,000"
"","Toby Enstrom","WPG","D","$ 750,000","1 (2008)","$ 750,000"
"","Ty Conklin","DET","G","$ 750,000","1 (2008)","$ 750,000"
"","Blake Comeau","NYI","LW","$ 735,000","1 (2008)","$ 735,000"
"","Eric Fehr","WSH","RW","$ 735,000","1 (2008)","$ 735,000"
"","Marc-Edouard Vlasic","SJS","D","$ 735,000","1 (2008)","$ 735,000"
"","Boyd Gordon","WSH","C","$ 725,000","1 (2008)","$ 725,000"
"","Eric Godard","PIT","RW","$ 725,000","1 (2008)","$ 725,000"
"","Gregory Campbell","FLA","C","$ 725,000","1 (2008)","$ 725,000"
"","Jeff Woywitka","STL","D","$ 725,000","1 (2008)","$ 725,000"
"","Jody Shelley","SJS","LW","$ 725,000","1 (2008)","$ 725,000"
"","Karri Ramo","TBL","G","$ 725,000","1 (2008)","$ 725,000"
"","Marc Pouliot","EDM","C","$ 725,000","1 (2008)","$ 725,000"
"","Rob Scuderi","PIT","D","$ 725,000","1 (2008)","$ 725,000"
"","Stephen Valiquette","NYR","G","$ 725,000","1 (2008)","$ 725,000"
"","Tomas Fleischmann","WSH","LW","$ 725,000","1 (2008)","$ 725,000"
"","Brendan Mikkelson","ANA","D","$ 710,000","1 (2008)","$ 710,000"
"","Kris Letang","PIT","D","$ 710,000","1 (2008)","$ 710,000"
"","Paul Stastny","COL","C","$ 710,000","1 (2008)","$ 710,000"
"","Adam Burish","CHI","RW","$ 700,000","1 (2008)","$ 700,000"
"","Al Montoya","ARI","G","$ 700,000","1 (2008)","$ 700,000"
"","Andy Hilbert","NYI","C","$ 700,000","1 (2008)","$ 700,000"
"","Brian Sutherby","DAL","C","$ 700,000","1 (2008)","$ 700,000"
"","Curtis Joseph","TOR","G","$ 700,000","1 (2008)","$ 700,000"
"","Erik Ersberg","LAK","G","$ 700,000","1 (2008)","$ 700,000"
"","Kevin Weekes","NJD","G","$ 700,000","1 (2008)","$ 700,000"
"","Maxime Talbot","PIT","C","$ 700,000","1 (2008)","$ 700,000"
"","Mike Weaver","STL","D","$ 700,000","1 (2008)","$ 700,000"
"","Richard Park","NYI","RW","$ 700,000","1 (2008)","$ 700,000"
"","Ryan O`Byrne","MTL","D","$ 700,000","1 (2008)","$ 700,000"
"","Troy Brouwer","CHI","RW","$ 700,000","1 (2008)","$ 700,000"
"","Ville Koistinen","NSH","D","$ 700,000","1 (2008)","$ 700,000"
"","Jamie McGinn","SJS","LW","$ 685,000","1 (2008)","$ 685,000"
"","Mason Raymond","VAN","LW","$ 685,000","1 (2008)","$ 685,000"
"","T.J. Hensick","COL","C","$ 685,000","1 (2008)","$ 685,000"
"","Thomas Pock","NYI","D","$ 685,000","1 (2008)","$ 685,000"
"","Byron Bitz","BOS","RW","$ 675,000","1 (2008)","$ 675,000"
"","David Booth","FLA","LW","$ 675,000","1 (2008)","$ 675,000"
"","David Hale","ARI","D","$ 675,000","1 (2008)","$ 675,000"
"","Dustin Boyd","CGY","C","$ 675,000","1 (2008)","$ 675,000"
"","Nick Foligno","OTT","LW","$ 660,000","1 (2008)","$ 660,000"
"","Andrej Sekera","BUF","D","$ 659,000","1 (2008)","$ 659,000"
"","Alexei Semenov","SJS","D","$ 650,000","1 (2008)","$ 650,000"
"","Ben Eager","CHI","LW","$ 650,000","1 (2008)","$ 650,000"
"","Brett Lebda","DET","D","$ 650,000","1 (2008)","$ 650,000"
"","Brian Boucher","SJS","G","$ 650,000","1 (2008)","$ 650,000"
"","Jason Strudwick","EDM","D","$ 650,000","1 (2008)","$ 650,000"
"","Jeff Schultz","WSH","D","$ 650,000","1 (2008)","$ 650,000"
"","Kent Huskins","SJS","D","$ 650,000","1 (2008)","$ 650,000"
"","Mike Zigomanis","PIT","C","$ 650,000","1 (2008)","$ 650,000"
"","Peter Harrold","LAK","D","$ 650,000","1 (2008)","$ 650,000"
"","Wade Belak","NSH","RW","$ 650,000","1 (2008)","$ 650,000"
"","Niklas Hjalmarsson","CHI","D","$ 644,000","1 (2008)","$ 644,000"
"","Arron Asham","PHI","RW","$ 640,000","1 (2008)","$ 640,000"
"","Oscar Moller","LAK","C","$ 637,500","1 (2008)","$ 637,500"
"","Brandon Dubinsky","NYR","C","$ 635,000","1 (2008)","$ 635,000"
"","Keith Yandle","ARI","D","$ 635,000","1 (2008)","$ 635,000"
"","Matt Niskanen","DAL","D","$ 635,000","1 (2008)","$ 635,000"
"","Chris Campoli","OTT","D","$ 625,000","1 (2008)","$ 625,000"
"","Anton Stralman","TOR","D","$ 615,000","1 (2008)","$ 615,000"
"","Blair Betts","NYR","C","$ 615,000","1 (2008)","$ 615,000"
"","Ryan Shannon","OTT","RW","$ 605,000","1 (2008)","$ 605,000"
"","Adam Hall","TBL","RW","$ 600,000","1 (2008)","$ 600,000"
"","Andrew Murray","CBJ","LW","$ 600,000","1 (2008)","$ 600,000"
"","Andy Greene","NJD","D","$ 600,000","1 (2008)","$ 600,000"
"","Boyd Devereaux","TOR","C","$ 600,000","1 (2008)","$ 600,000"
"","Brad May","TOR","LW","$ 600,000","1 (2008)","$ 600,000"
"","Brad Winchester","STL","LW","$ 600,000","1 (2008)","$ 600,000"
"","Brian Willsie","COL","RW","$ 600,000","1 (2008)","$ 600,000"
"","Craig Adams","PIT","RW","$ 600,000","1 (2008)","$ 600,000"
"","Douglas Murray","SJS","D","$ 600,000","1 (2008)","$ 600,000"
"","Eric Boulton","WPG","LW","$ 600,000","1 (2008)","$ 600,000"
"","Eric Nystrom","CGY","LW","$ 600,000","1 (2008)","$ 600,000"
"","Johnny Oduya","NJD","D","$ 600,000","1 (2008)","$ 600,000"
"","Kris Russell","CBJ","D","$ 600,000","1 (2008)","$ 600,000"
"","Lawrence Nycholat","COL","D","$ 600,000","1 (2008)","$ 600,000"
"","Mark Giordano","CGY","D","$ 600,000","1 (2008)","$ 600,000"
"","Matt Walker","CHI","D","$ 600,000","1 (2008)","$ 600,000"
"","Michael Leighton","CAR","G","$ 600,000","1 (2008)","$ 600,000"
"","Raitis Ivanans","LAK","LW","$ 600,000","1 (2008)","$ 600,000"
"","Ryan Callahan","NYR","RW","$ 600,000","1 (2008)","$ 600,000"
"","Shean Donovan","OTT","RW","$ 600,000","1 (2008)","$ 600,000"
"","Tim Jackman","NYI","RW","$ 600,000","1 (2008)","$ 600,000"
"","Zack MacQueen","EDM","RW","$ 600,000","1 (2008)","$ 600,000"
"","Nigel Dawes","ARI","LW","$ 587,500","1 (2008)","$ 587,500"
"","Milan Lucic","BOS","LW","$ 585,000","1 (2008)","$ 585,000"
"","Steve Downie","TBL","RW","$ 585,000","1 (2008)","$ 585,000"
"","Wayne Simmonds","LAK","RW","$ 585,000","1 (2008)","$ 585,000"
"","Nathan Oystrick","WPG","D","$ 577,500","1 (2008)","$ 577,500"
"","Brad Richardson","LAK","C","$ 575,000","1 (2008)","$ 575,000"
"","Craig Anderson","FLA","G","$ 575,000","1 (2008)","$ 575,000"
"","Craig Weller","MIN","RW","$ 575,000","1 (2008)","$ 575,000"
"","David Moss","CGY","RW","$ 575,000","1 (2008)","$ 575,000"
"","Freddy Meyer","NYI","D","$ 575,000","1 (2008)","$ 575,000"
"","George Parros","ANA","RW","$ 575,000","1 (2008)","$ 575,000"
"","Krys Barch","DAL","RW","$ 575,000","1 (2008)","$ 575,000"
"","Maxim Lapierre","MTL","C","$ 575,000","1 (2008)","$ 575,000"
"","Pekka Rinne","NSH","G","$ 575,000","1 (2008)","$ 575,000"
"","Tyson Strachan","STL","D","$ 575,000","1 (2008)","$ 575,000"
"","Jared Boll","CBJ","RW","$ 570,000","1 (2008)","$ 570,000"
"","Kamil Kreps","FLA","C","$ 565,000","1 (2008)","$ 565,000"
"","Chris Butler","BUF","D","$ 560,000","1 (2008)","$ 560,000"
"","Rob Davison","VAN","D","$ 560,000","1 (2008)","$ 560,000"
"","Cal Clutterbuck","MIN","RW","$ 557,500","1 (2008)","$ 557,500"
"","Alexander Edler","VAN","D","$ 550,000","1 (2008)","$ 550,000"
"","Andre Roy","CGY","LW","$ 550,000","1 (2008)","$ 550,000"
"","Andrew Peters","BUF","LW","$ 550,000","1 (2008)","$ 550,000"
"","B.J. Crombeen","STL","RW","$ 550,000","1 (2008)","$ 550,000"
"","Cam Janssen","STL","RW","$ 550,000","1 (2008)","$ 550,000"
"","Colton Orr","NYR","RW","$ 550,000","1 (2008)","$ 550,000"
"","David Jones","COL","RW","$ 550,000","1 (2008)","$ 550,000"
"","Jeff Deslauriers","EDM","G","$ 550,000","1 (2008)","$ 550,000"
"","Jeff Tambellini","NYI","LW","$ 550,000","1 (2008)","$ 550,000"
"","John Erskine","WSH","D","$ 550,000","1 (2008)","$ 550,000"
"","Jonathan Quick","LAK","G","$ 550,000","1 (2008)","$ 550,000"
"","Landon Wilson","DAL","RW","$ 550,000","1 (2008)","$ 550,000"
"","Paul Szczechura","TBL","C","$ 550,000","1 (2008)","$ 550,000"
"","Sergei Kostitsyn","MTL","LW","$ 550,000","1 (2008)","$ 550,000"
"","Toby Petersen","DAL","C","$ 550,000","1 (2008)","$ 550,000"
"","Tyler Kennedy","PIT","C","$ 550,000","1 (2008)","$ 550,000"
"","Yann Danis","NYI","G","$ 550,000","1 (2008)","$ 550,000"
"","Chris Thorburn","WPG","RW","$ 535,000","1 (2008)","$ 535,000"
"","Antti Pihlstrom","NSH","LW","$ 530,000","1 (2008)","$ 530,000"
"","Aaron Johnson","CHI","D","$ 525,000","1 (2008)","$ 525,000"
"","Alex Burrows","VAN","LW","$ 525,000","1 (2008)","$ 525,000"
"","Dan LaCosta","CBJ","G","$ 525,000","1 (2008)","$ 525,000"
"","David Koci","TBL","LW","$ 525,000","1 (2008)","$ 525,000"
"","Drew Miller","ANA","LW","$ 525,000","1 (2008)","$ 525,000"
"","Jerred Smithson","NSH","C","$ 525,000","1 (2008)","$ 525,000"
"","Jesse Winchester","OTT","RW","$ 525,000","1 (2008)","$ 525,000"
"","John Zeiler","LAK","RW","$ 525,000","1 (2008)","$ 525,000"
"","Nick Tarnasky","FLA","C","$ 525,000","1 (2008)","$ 525,000"
"","Riley Cote","PHI","LW","$ 525,000","1 (2008)","$ 525,000"
"","Ryan Carter","ANA","C","$ 525,000","1 (2008)","$ 525,000"
"","Tomas Kopecky","DET","RW","$ 525,000","1 (2008)","$ 525,000"
"","Anthony Stewart","FLA","C","$ 522,500","1 (2008)","$ 522,500"
"","Bruno Gervais","NYI","D","$ 522,500","1 (2008)","$ 522,500"
"","Clarke MacArthur","BUF","LW","$ 522,500","1 (2008)","$ 522,500"
"","Cody McCormick","COL","C","$ 522,500","1 (2008)","$ 522,500"
"","Cody McLeod","COL","LW","$ 522,500","1 (2008)","$ 522,500"
"","Marc Methot","CBJ","D","$ 522,500","1 (2008)","$ 522,500"
"","Mike Brown","ANA","RW","$ 522,500","1 (2008)","$ 522,500"
"","Liam Reddox","EDM","LW","$ 515,000","1 (2008)","$ 515,000"
"","Daniel Winnik","ARI","C","$ 510,000","1 (2008)","$ 510,000"
"","Matt D`Agostini","MTL","RW","$ 508,000","1 (2008)","$ 508,000"
"","Darroll Powe","PHI","C","$ 507,500","1 (2008)","$ 507,500"
"","Adam Pardy","CGY","D","$ 500,000","1 (2008)","$ 500,000"
"","Andrew Hutchinson","DAL","D","$ 500,000","1 (2008)","$ 500,000"
"","Brendan Bell","OTT","D","$ 500,000","1 (2008)","$ 500,000"
"","Chris Conner","DAL","RW","$ 500,000","1 (2008)","$ 500,000"
"","Claude Lemieux","SJS","RW","$ 500,000","1 (2008)","$ 500,000"
"","Colin Fraser","CHI","C","$ 500,000","1 (2008)","$ 500,000"
"","Curtis McElhinney","CGY","G","$ 500,000","1 (2008)","$ 500,000"
"","David Steckel","WSH","C","$ 500,000","1 (2008)","$ 500,000"
"","Erik Reitz","TOR","D","$ 500,000","1 (2008)","$ 500,000"
"","Frans Nielsen","NYI","C","$ 500,000","1 (2008)","$ 500,000"
"","Jannik Hansen","VAN","RW","$ 500,000","1 (2008)","$ 500,000"
"","Joakim Lindstrom","ARI","C","$ 500,000","1 (2008)","$ 500,000"
"","Joel Ward","NSH","RW","$ 500,000","1 (2008)","$ 500,000"
"","Joey MacDonald","NYI","G","$ 500,000","1 (2008)","$ 500,000"
"","John Curry","PIT","G","$ 500,000","1 (2008)","$ 500,000"
"","Kevin Klein","NSH","D","$ 500,000","1 (2008)","$ 500,000"
"","Kyle Brodziak","EDM","C","$ 500,000","1 (2008)","$ 500,000"
"","Kyle Quincey","LAK","D","$ 500,000","1 (2008)","$ 500,000"
"","Mark Parrish","DAL","RW","$ 500,000","1 (2008)","$ 500,000"
"","Mike Rupp","NJD","C","$ 500,000","1 (2008)","$ 500,000"
"","Nate Thompson","NYI","C","$ 500,000","1 (2008)","$ 500,000"
"","Patrick Kaleta","BUF","RW","$ 500,000","1 (2008)","$ 500,000"
"","Scott Clemmensen","NJD","G","$ 500,000","1 (2008)","$ 500,000"
"","Shawn Thornton","BOS","LW","$ 500,000","1 (2008)","$ 500,000"
"","Sheldon Brookbank","ANA","D","$ 500,000","1 (2008)","$ 500,000"
"","Tomas Plihal","SJS","C","$ 500,000","1 (2008)","$ 500,000"
"","Wade Dubielewicz","CBJ","G","$ 500,000","1 (2008)","$ 500,000"
"","Kris Versteeg","CHI","LW","$ 490,000","1 (2008)","$ 490,000"
"","Derek Dorsett","CBJ","RW","$ 485,000","1 (2008)","$ 485,000"
"","Tobias Stephan","DAL","G","$ 485,000","1 (2008)","$ 485,000"
"","Andrew Ebbett","ANA","C","$ 475,000","1 (2008)","$ 475,000"
"","Ben Guite","COL","RW","$ 475,000","1 (2008)","$ 475,000"
"","Brad Staubitz","SJS","D","$ 475,000","1 (2008)","$ 475,000"
"","Brandon Prust","ARI","RW","$ 475,000","1 (2008)","$ 475,000"
"","Brett Festerling","ANA","D","$ 475,000","1 (2008)","$ 475,000"
"","Colin Stuart","WPG","LW","$ 475,000","1 (2008)","$ 475,000"
"","Derek Meech","DET","D","$ 475,000","1 (2008)","$ 475,000"
"","John Mitchell","TOR","C","$ 475,000","1 (2008)","$ 475,000"
"","Matt Ellis","BUF","LW","$ 475,000","1 (2008)","$ 475,000"
"","Rich Peverley","WPG","C","$ 475,000","1 (2008)","$ 475,000"
